folio,fecha_apertura,fecha_cierre,cliente,region,tipo_equipo,tipo_servicio,falla_reportada,tecnico_id,requiere_refaccion,horas_respuesta,costo_servicio,reincidencia_30d,estatus
F-202500563,2025-06-29 08:00,2025-07-01 03:30,Cliente 057,Norte,Camara fria,Instalacion,Acumulacion de hielo,TEC-009,No,43.5,4799.95,No,Cerrado
F-202500331,2025-07-19 16:00,2025-07-20 15:18,Cliente 025,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-027,No,23.3,2087.16,No,Cerrado
F-202501330,2025-05-05 12:00,2025-05-06 06:00,Cliente 006,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-018,No,18.0,1923.5,No,Cerrado
F-202500345,2025-11-27 09:00,2025-11-28 07:42,Cliente 046,Norte,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-032,No,22.7,4800.87,No,En proceso
F-202501068,2025-08-22 15:00,2025-08-26 03:42,Cliente 059,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-011,Si,84.7,8452.23,No,Cerrado
F-202501261,2025-04-08 12:00,2025-04-09 07:30,Cliente 043,Occidente,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-018,No,19.5,1551.27,No,Cerrado
F-202500429,2025-01-10 14:00,2025-01-12 06:24,Cliente 013,Sureste,Camara fria,Correctivo,Problema electrico,TEC-019,No,40.4,6663.8,No,Cerrado
F-202500632,2025-04-30 09:00,2025-05-02 22:36,Cliente 008,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-023,Si,61.6,12111.95,No,Cerrado
F-202500322,2025-02-09 15:00,2025-02-11 16:06,Cliente 014,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-004,Si,49.1,14810.79,No,Cerrado
F-202500979,2025-05-09 18:00,2025-05-11 08:00,Cliente 015,Centro,Vitrina refrigerada,Correctivo,Problema electrico,TEC-002,No,38.0,6598.99,No,En proceso
F-202501308,2025-03-28 10:00,2025-03-28 20:42,Cliente 038,Centro,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-014,No,10.7,12526.51,No,Cerrado
F-202500503,2025-12-18 15:00,2025-12-21 01:12,Cliente 022,Occidente,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-033,No,58.2,5927.36,No,Cerrado
F-202500891,2025-02-06 11:00,2025-02-07 05:18,Cliente 022,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-018,No,18.3,3977.97,No,Cerrado
F-202500824,2025-08-26 12:00,2025-08-28 06:24,Cliente 052,centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-027,Si,42.4,2482.91,Si,Cerrado
F-202501037,2025-11-26 14:00,2025-11-29 06:48,Cliente 008,Norte,Camara fria,Correctivo,Acumulacion de hielo,TEC-021,No,,6605.12,Si,Cerrado
F-202500588,2025-02-06 09:00,2025-02-06 15:48,Cliente 049,Norte,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-033,No,6.8,2252.45,No,Cerrado
F-202501145,2025-05-01 16:00,2025-05-03 11:54,Cliente 020,Norte,Congelador horizontal,Correctivo,Problema electrico,TEC-022,No,43.9,3086.89,No,Cerrado
F-202500744,2025-04-09 14:00,2025-04-11 20:48,Cliente 020,Occidente,Congelador horizontal,Instalacion,Falla de compresor,TEC-002,Si,54.8,4891.58,Si,Cerrado
F-202500787,2025-01-12 10:00,2025-01-13 08:42,Cliente 053,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-018,No,22.7,,No,Cerrado
F-202500084,2025-10-31 08:00,2025-11-01 01:12,Cliente 055,Centro,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-031,No,,4810.94,No,Cerrado
F-202500895,2025-10-01 15:00,2025-10-03 01:00,Cliente 006,Centro,Vitrina refrigerada,Instalacion,Problema electrico,TEC-022,No,34.0,2010.72,Si,Cerrado
F-202500760,2025-09-24 11:00,2025-09-25 12:18,Cliente 028,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-026,Si,25.3,3342.47,No,Cerrado
F-202500448,2025-12-15 13:00,2025-12-16 20:12,Cliente 014,Norte,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-007,Si,31.2,3840.29,Si,En proceso
F-202500678,2025-01-31 12:00,2025-02-01 21:06,Cliente 048,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-025,Si,33.1,5996.81,No,Cerrado
F-202500748,2025-04-25 18:00,2025-04-26 05:12,Cliente 027,Sureste,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-038,No,11.2,2506.83,No,Cerrado
F-202501009,2025-09-25 12:00,2025-09-26 14:42,Cliente 002,Centro,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-028,No,26.7,5631.66,Si,Cerrado
F-202500140,2025-06-09 14:00,2025-06-10 09:36,Cliente 043,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-032,No,19.6,2226.47,No,En proceso
F-202500676,2025-09-22 11:00,2025-09-24 11:30,Cliente 043,Norte,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-015,No,48.5,8476.53,No,Cerrado
F-202500839,2025-01-06 12:00,2025-01-07 03:24,Cliente 022,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-027,Si,15.4,,Si,Cerrado
F-202501368,2025-06-15 18:00,2025-06-19 17:48,Cliente 046,Norte,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-004,Si,95.8,9009.07,No,Cerrado
F-202500432,2025-09-27 18:00,2025-09-29 10:54,Cliente 029,Sureste,Congelador horizontal,Correctivo,Problema electrico,TEC-031,No,40.9,8516.9,No,Cerrado
F-202500770,2025-05-18 18:00,2025-05-19 16:54,Cliente 014,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-026,No,-22.9,946.67,No,Cerrado
F-202500597,2025-07-31 13:00,2025-08-01 21:30,Cliente 025,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-018,Si,2091.7,8255.86,No,Cerrado
F-202500983,2025-07-19 18:00,2025-07-21 15:00,Cliente 048,Centro,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-002,No,45.0,1711.52,No,Cerrado
F-202500686,2025-10-20 14:00,2025-10-20 21:36,Cliente 013,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,,No,1839.0,966.25,No,Cerrado
F-202501264,2025-10-28 12:00,2025-10-28 17:12,Cliente 044,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-019,No,5.2,2409.4,No,Cerrado
F-202501301,2025-10-05 17:00,2025-10-06 17:24,Cliente 060,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-007,No,24.4,3230.23,No,Cerrado
F-202500823,2025-02-19 07:00,2025-02-20 17:30,Cliente 038,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-037,Si,34.5,4313.09,No,Cerrado
F-202501108,2025-11-28 14:00,2025-11-29 14:12,Cliente 025,Sureste,Vitrina refrigerada,Correctivo,Problema electrico,TEC-011,No,24.2,6699.49,No,Cerrado
F-202500782,2025-08-21 09:00,2025-08-26 04:30,Cliente 028,Sureste,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-005,Si,115.5,10632.16,No,Cerrado
F-202501358,2025-02-19 14:00,2025-02-20 12:48,Cliente 048,Norte,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-029,No,22.8,12717.22,No,En proceso
F-202500670,2025-02-18 12:00,2025-02-18 19:00,Cliente 048,Bajio,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-011,No,7.0,2205.57,No,Cerrado
F-202500129,2025-07-29 07:00,2025-07-29 23:24,Cliente 057,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-002,No,16.4,972.47,No,Cerrado
F-202501010,2025-07-09 07:00,2025-07-10 13:54,Cliente 054,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-017,No,30.9,12224.45,No,Cerrado
F-202500312,2025-09-03 12:00,2025-09-05 17:12,Cliente 045,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-024,No,53.2,4325.8,Si,Cerrado
F-202501155,2025-04-22 18:00,2025-04-24 01:30,Cliente 054,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-023,Si,31.5,5928.64,No,Cerrado
F-202500527,2025-12-04 11:00,2025-12-04 17:06,Cliente 032,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-027,No,6.1,933.22,No,Cerrado
F-202500100,2025-02-21 17:00,2025-02-22 08:06,Cliente 042,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-007,Si,15.1,7549.26,Si,Cerrado
F-202500693,2025-12-06 16:00,2025-12-08 11:36,Cliente 001, Norte ,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-007,Si,43.6,13656.98,No,Cerrado
F-202500207,2025-10-06 08:00,2025-10-06 19:18,Cliente 005,Sureste,Camara fria,Preventivo,Mantenimiento programado,TEC-037,No,11.3,2595.17,No,Cerrado
F-202501364,2025-03-15 07:00,2025-03-16 07:42,Cliente 058,Centro,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-011,No,24.7,1502.37,No,Cerrado
F-202501132,2025-09-02 16:00,2025-09-03 07:54,Cliente 022,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-025,No,15.9,1629.49,No,Cerrado
F-202500571,2025-12-13 16:00,2025-12-15 03:48,Cliente 045,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-015,Si,35.8,5509.38,Si,Cerrado
F-202500204,2025-09-13 10:00,2025-09-14 09:30,Cliente 013,Occidente,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-004,No,23.5,12058.09,No,Cerrado
F-202500055,2025-07-01 13:00,2025-07-02 05:42,Cliente 045,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-024,No,16.7,1455.53,No,Cerrado
F-202501225,2025-06-02 18:00,2025-06-04 15:00,Cliente 035,Norte,Vitrina refrigerada,Instalacion,Falla de compresor,TEC-014,No,45.0,6266.85,No,Cerrado
F-202500489,2025-10-07 07:00,2025-10-07 22:48,Cliente 041, Occidente ,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-006,No,15.8,975.21,No,Cerrado
F-202500541,2025-09-16 08:00,2025-09-16 20:54,Cliente 018,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-024,No,12.9,9840.45,No,Cerrado
F-202500860,2025-10-20 18:00,2025-10-23 20:00,Cliente 035,Bajio,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-007,Si,74.0,5208.64,No,Cerrado
F-202500190,2025-04-21 07:00,2025-04-24 10:48,Cliente 037,Centro,Camara fria,Correctivo,Fuga de refrigerante,TEC-029,Si,,13872.33,No,Cerrado
F-202500109,2025-06-22 17:00,2025-06-25 06:12,Cliente 047,Centro,Maquina de hielo,Instalacion,Falla de compresor,TEC-014,Si,61.2,12004.44,No,Cerrado
F-202500538,2025-02-12 13:00,2025-02-14 03:42,Cliente 037,Norte,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-005,Si,38.7,14666.43,No,Cerrado
F-202500522,2025-02-23 13:00,2025-02-27 03:18,Cliente 028,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-023,Si,86.3,13790.16,No,Cerrado
F-202500551,2025-10-21 17:00,2025-10-24 22:00,Cliente 014,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-005,Si,77.0,19031.36,Si,Cerrado
F-202500023,2025-03-08 14:00,2025-03-10 18:48,Cliente 020,BAJIO,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-018,No,52.8,9270.82,No,Cerrado
F-202500377,2025-09-26 10:00,2025-09-27 17:24,Cliente 028,Norte,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-030,Si,31.4,2818.59,Si,Cerrado
F-202501273,2025-12-07 17:00,2025-12-10 14:18,Cliente 002,Bajio,Refrigerador vertical,Instalacion,Puerta / empaque danado,TEC-024,Si,69.3,10603.56,No,Cerrado
F-202500206,2025-04-08 17:00,2025-04-10 00:18,Cliente 001,Centro,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-003,No,31.3,9190.94,No,Cerrado
F-202500094,2025-05-22 10:00,2025-05-23 09:12,Cliente 058,OCCIDENTE,Camara fria,Correctivo,Falla de compresor,TEC-023,No,23.2,4729.54,No,Cerrado
F-202500225,2025-09-21 13:00,2025-09-24 06:06,Cliente 032,Bajio,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-013,Si,65.1,10475.25,No,Cerrado
F-202501127,2025-11-08 12:00,2025-11-10 21:06,Cliente 006,Sureste,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-008,Si,57.1,8518.32,No,Cerrado
F-202501016,2025-11-02 12:00,2025-11-04 08:06,Cliente 058,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-005,Si,44.1,16238.05,No,Cerrado
F-202500788,2025-09-08 10:00,2025-09-12 13:48,Cliente 050,Norte,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-035,Si,99.8,7751.96,Si,Cerrado
F-202500978,2025-07-28 08:00,2025-07-30 13:24,Cliente 046,Norte,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-014,Si,53.4,14641.36,No,Cerrado
F-202500441,2025-12-22 12:00,2025-12-23 12:42,Cliente 004,Centro,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-020,Si,24.7,15623.97,No,Cerrado
F-202501311,2025-07-11 07:00,2025-07-14 23:42,Cliente 002,Sureste,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-023,Si,88.7,13028.03,Si,Cerrado
F-202501021,2025-01-21 10:00,2025-01-24 04:54,Cliente 046,Centro,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-024,Si,66.9,10896.55,No,Cerrado
F-202500093,2025-11-04 07:00,2025-11-07 06:30,Cliente 059,Norte,Camara fria,Correctivo,Fuga de refrigerante,TEC-030,Si,71.5,15294.18,No,Cerrado
F-202500896,2025-08-12 16:00,2025-08-14 16:06,Cliente 032,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-004,Si,48.1,14192.2,No,Cerrado
F-202500916,2025-06-17 07:00,2025-06-19 01:30,Cliente 054,Centro,Vitrina refrigerada,Instalacion,Termostato descalibrado,TEC-022,No,42.5,4428.63,No,Cerrado
F-202500271,2025-04-18 16:00,2025-04-19 04:24,Cliente 039,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-019,No,12.4,2188.8,Si,Cerrado
F-202501189,2025-07-26 18:00,2025-07-28 09:12,Cliente 014, Bajio ,Maquina de hielo,Correctivo,Problema electrico,TEC-030,No,39.2,11316.98,No,Cerrado
F-202500076,2025-06-23 10:00,2025-06-25 14:30,Cliente 021,Bajio,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-028,Si,52.5,12548.19,No,Cerrado
F-202501079,2025-06-02 07:00,2025-06-04 14:06,Cliente 054,Bajio,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-007,Si,55.1,3278.69,Si,Cerrado
F-202501089,2025-08-26 13:00,2025-08-28 08:00,Cliente 016,Centro,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-011,No,43.0,6832.09,No,Cerrado
F-202500301,2025-05-13 10:00,2025-05-14 23:18,Cliente 007,Sureste,Maquina de hielo,Correctivo,Problema electrico,TEC-009,No,37.3,10301.83,No,Cerrado
F-202500561,2025-07-15 17:00,2025-07-19 14:06,Cliente 022,Norte,Refrigerador vertical,Correctivo,Falla de compresor,TEC-008,Si,93.1,19100.53,No,Cerrado
F-202500721,2025-02-20 16:00,2025-02-21 20:30,Cliente 026,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-033,No,28.5,7123.3,No,Cerrado
F-202500822,2025-08-31 08:00,2025-09-01 16:54,Cliente 010,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-029,No,32.9,1422.59,No,Cerrado
F-202500247,2025-10-04 11:00,2025-10-05 10:30,Cliente 025,centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-026,No,23.5,9077.53,No,Cerrado
F-202500724,2025-02-13 14:00,2025-02-13 20:18,Cliente 054,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-006,No,6.3,1406.9,No,Cerrado
F-202500970,2025-01-14 09:00,2025-01-16 05:18,Cliente 040,Norte,Camara fria,Correctivo,Falla de compresor,TEC-004,Si,,10967.32,No,Cerrado
F-202500470,2025-12-07 16:00,2025-12-08 13:30,Cliente 027,Occidente,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-021,Si,21.5,15409.7,No,Cerrado
F-202501003,2025-07-23 15:00,2025-07-24 15:42,Cliente 020,Occidente,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-029,No,24.7,1873.33,No,Cerrado
F-202501304,2025-11-23 17:00,2025-11-24 20:48,Cliente 059,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-008,No,27.8,1890.52,No,Cerrado
F-202501081,2025-12-02 14:00,2025-12-03 02:30,Cliente 044,Bajio,Vitrina refrigerada,Instalacion,Puerta / empaque danado,TEC-027,No,12.5,2902.99,No,Cerrado
F-202500131,2025-07-26 08:00,2025-07-27 07:42,Cliente 055,Centro,Camara fria,Correctivo,Termostato descalibrado,TEC-038,No,23.7,11376.8,No,Cerrado
F-202501232,2025-09-25 15:00,2025-09-26 06:36,Cliente 054,BAJIO,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-006,No,15.6,6061.03,No,Cerrado
F-202500025,2025-10-13 10:00,2025-10-14 09:48,Cliente 003,Bajio,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-030,Si,23.8,8316.05,No,Cerrado
F-202500584,2025-01-19 16:00,2025-01-22 10:00,Cliente 042,Centro,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-023,Si,66.0,14580.46,No,Cerrado
F-202500392,2025-03-07 17:00,2025-03-08 22:00,Cliente 001,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-024,No,29.0,2154.42,No,Cerrado
F-202501224,2025-08-27 18:00,2025-08-29 22:24,Cliente 037,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-029,Si,52.4,13558.75,No,Cerrado
F-202500621,2025-06-08 10:00,2025-06-09 00:36,Cliente 030,Norte,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-028,No,14.6,1489.51,No,Cerrado
F-202501298,2025-09-05 12:00,2025-09-06 02:12,Cliente 043,Centro,Camara fria,Correctivo,Acumulacion de hielo,TEC-024,Si,14.2,9447.14,Si,Cerrado
F-202500720,2025-08-07 15:00,2025-08-08 10:00,Cliente 026,Centro,Vitrina refrigerada,Correctivo,Problema electrico,TEC-012,No,19.0,9398.0,Si,Cerrado
F-202500026,2025-08-24 16:00,2025-08-25 17:54,Cliente 058,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-011,Si,25.9,4729.06,No,Cerrado
F-202500156,2025-08-30 08:00,2025-08-31 16:00,Cliente 053,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-022,No,32.0,1013.34,No,Cerrado
F-202501359,2025-02-07 11:00,2025-02-08 03:48,Cliente 001,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-017,No,16.8,1560.18,No,Cerrado
F-202500805,2025-09-27 12:00,2025-09-29 10:06,Cliente 029,Centro,Maquina de hielo,Correctivo,Problema electrico,TEC-023,No,46.1,2711.34,No,Cerrado
F-202500543,2025-03-13 17:00,2025-03-14 10:48,Cliente 002,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-022,No,17.8,1401.74,Si,Cerrado
F-202500843,2025-11-28 12:00,2025-11-29 02:06,Cliente 002,Bajio,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-020,No,14.1,3505.42,No,Cerrado
F-202501098,2025-10-03 17:00,2025-10-04 03:36,Cliente 013,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-035,No,10.6,12128.81,No,Cerrado
F-202501064,2025-09-15 14:00,2025-09-16 15:24,Cliente 038,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-025,No,25.4,2343.41,No,Cerrado
F-202500616,2025-08-22 10:00,2025-08-23 23:12,Cliente 014,Norte,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-024,No,37.2,9026.92,No,Cerrado
F-202500446,2025-08-30 14:00,2025-09-02 10:24,Cliente 003,Norte,Refrigerador vertical,Instalacion,Falla de compresor,TEC-028,Si,68.4,11370.09,No,Cerrado
F-202500624,2025-06-02 14:00,2025-06-04 00:00,Cliente 016,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-004,No,34.0,1362.99,No,Cerrado
F-202501278,2025-10-10 17:00,2025-10-11 19:24,Cliente 005,Occidente,Camara fria,Correctivo,Termostato descalibrado,TEC-032,No,26.4,3458.56,No,Cerrado
F-202500870,2025-01-15 18:00,2025-01-18 07:00,Cliente 006,Occidente,Camara fria,Correctivo,Falla de compresor,TEC-038,Si,,15785.33,No,Cerrado
F-202500180,2025-07-02 14:00,2025-07-04 22:42,Cliente 013,Occidente,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-034,Si,56.7,16029.28,Si,Cerrado
F-202501280,2025-11-12 11:00,2025-11-13 04:42,Cliente 017,Bajio,Refrigerador vertical,Instalacion,Puerta / empaque danado,TEC-022,Si,17.7,14300.02,No,Cerrado
F-202501263,2025-06-12 08:00,2025-06-14 07:54,Cliente 025,Bajio,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-037,Si,47.9,3560.29,Si,Cerrado
F-202500011,2025-07-12 07:00,2025-07-13 09:30,Cliente 051,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-017,No,-26.5,1914.65,Si,Cerrado
F-202500355,2025-12-20 14:00,2025-12-22 10:00,Cliente 016,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-026,No,1665.6,2255.84,Si,Cerrado
F-202500068,2025-05-16 11:00,2025-05-17 04:30,Cliente 029,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,17.5,960.43,No,Cerrado
F-202500146,2025-11-08 14:00,2025-11-12 04:06,Cliente 059,Bajio,Refrigerador vertical,Instalacion,Problema electrico,TEC-014,Si,86.1,12941.96,No,Cerrado
F-202501199,2025-10-21 18:00,2025-10-22 15:12,Cliente 032,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-037,Si,21.2,2614.6,No,Cerrado
F-202500416,2025-09-05 08:00,2025-09-07 10:00,Cliente 003,Norte,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-032,Si,50.0,12492.56,No,Cerrado
F-202501029,2025-07-26 16:00,2025-07-29 16:30,Cliente 044,Norte,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-022,No,72.5,3365.34,Si,Cerrado
F-202500507,2025-07-13 10:00,2025-07-16 01:06,Cliente 056,Bajio,Congelador horizontal,Correctivo,Problema electrico,TEC-037,Si,63.1,14157.3,Si,Cerrado
F-202500301,2025-05-13 10:00,2025-05-14 23:18,Cliente 007,Sureste,Maquina de hielo,Correctivo,Problema electrico,TEC-009,No,37.3,10301.83,No,Cerrado
F-202500524,2025-10-29 12:00,2025-10-30 18:30,Cliente 022,Bajio,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-002,Si,30.5,5272.55,No,En proceso
F-202501386,2025-03-27 08:00,2025-03-29 08:36,Cliente 055,Norte,Vitrina refrigerada,Instalacion,Puerta / empaque danado,TEC-035,No,48.6,5471.29,No,Cerrado
F-202501071,2025-09-04 17:00,2025-09-07 10:00,Cliente 055,bajio,Refrigerador vertical,Instalacion,Problema electrico,TEC-032,Si,65.0,7586.75,No,Cerrado
F-202500438,2025-12-05 10:00,2025-12-05 23:06,Cliente 013,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-014,No,13.1,1182.55,No,Cerrado
F-202501105,2025-04-22 07:00,2025-04-24 10:36,Cliente 035,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-008,Si,51.6,13718.07,No,Cerrado
F-202501057,2025-06-14 17:00,2025-06-16 21:06,Cliente 044,Norte,Vitrina refrigerada,Correctivo,Problema electrico,TEC-037,No,52.1,3670.49,No,Cerrado
F-202501272,2025-02-09 17:00,2025-02-10 14:54,Cliente 043,Bajio,Camara fria,Correctivo,Problema electrico,TEC-003,No,21.9,5993.25,Si,Cerrado
F-202500139,2025-05-07 15:00,2025-05-09 20:06,Cliente 008,Occidente,Congelador horizontal,Correctivo,Falla de compresor,TEC-027,Si,53.1,13905.94,No,Cerrado
F-202501164,2025-07-13 11:00,2025-07-15 20:12,Cliente 040,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-021,No,57.2,1071.07,No,Cerrado
F-202500196,2025-02-01 08:00,2025-02-04 15:18,Cliente 010,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-035,Si,,18654.18,No,Cerrado
